ODB Name,Max Overall Stress,Vertical Stiffness,Max Slip Angle,Max Slip Distance,Bending Moment,Torque
Run39,6.545848369598389,124.85975877676074,9.906420304477944,4.252670408253763,2342.619140625,769.5100823711956
