ODB Name,Max Slip Angle,Max Slip Distance,Vertical Stiffness,Max Overall Stress
Design_IDEA2,20.594600616356274,5.085768158124602,104.94669974808612,4.409788131713867
Design_IDEA3,12.30328464696932,No Rotation Step,93.63372534312019,7.089067459106445
Design_IDEA4,14.45120398153005,4.910414284284022,96.38834194652651,4.533819675445557
Design_IDEA5,21.563064766878504,No Rotation Step,77.7521218080192,3.7825369834899902
Design_IDEA5_v2,21.590515611771256,5.597018147823161,78.01150186365902,12.48038387298584
Design_IDEA6,22.08981369771815,4.1507979898600995,137.0152058215155,8.135327339172363
Design_IDEA7,18.459330620266364,5.041386973440801,103.99228023615495,12.997747421264648
